Date,Sales
5/31/2016,679
6/1/2016,684
6/2/2016,743
6/3/2016,712
6/4/2016,751
6/5/2016,718
6/6/2016,651
6/7/2016,647
6/8/2016,722
6/9/2016,755
6/10/2016,689
6/11/2016,739
6/12/2016,741
6/13/2016,678
6/14/2016,647
6/15/2016,673
6/16/2016,719
6/17/2016,696
6/18/2016,746
6/19/2016,698
6/20/2016,714
6/21/2016,656
6/22/2016,704
6/23/2016,768
6/24/2016,672
6/25/2016,763
6/26/2016,703
6/27/2016,723
6/28/2016,673
6/29/2016,697
6/30/2016,712
7/1/2016,709
7/2/2016,704
7/3/2016,705
7/4/2016,690
7/5/2016,704
7/6/2016,694
7/7/2016,779
7/8/2016,722
7/9/2016,710
7/10/2016,700
7/11/2016,663
7/12/2016,677
7/13/2016,682
7/14/2016,782
7/15/2016,678
7/16/2016,753
7/17/2016,727
7/18/2016,681
7/19/2016,703
7/20/2016,700
7/21/2016,739
7/22/2016,701
7/23/2016,774
7/24/2016,748
7/25/2016,669
7/26/2016,713
7/27/2016,717
7/28/2016,724
7/29/2016,740
7/30/2016,725
7/31/2016,716
8/1/2016,727
8/2/2016,657
8/3/2016,696
8/4/2016,717
8/5/2016,712
8/6/2016,755
8/7/2016,704
8/8/2016,663
8/9/2016,710
8/10/2016,720
8/11/2016,742
8/12/2016,679
8/13/2016,730
8/14/2016,708
8/15/2016,704
8/16/2016,692
8/17/2016,741
8/18/2016,773
8/19/2016,723
8/20/2016,716
8/21/2016,736
8/22/2016,690
8/23/2016,695
8/24/2016,726
8/25/2016,792
8/26/2016,736
8/27/2016,761
8/28/2016,755
8/29/2016,695
8/30/2016,694
8/31/2016,689
9/1/2016,767
9/2/2016,693
9/3/2016,794
9/4/2016,755
9/5/2016,699
9/6/2016,678
9/7/2016,714
9/8/2016,798
9/9/2016,711
9/10/2016,741
9/11/2016,730
9/12/2016,725
9/13/2016,735
9/14/2016,730
9/15/2016,736
9/16/2016,710
9/17/2016,768
9/18/2016,737
9/19/2016,722
9/20/2016,736
9/21/2016,752
9/22/2016,782
9/23/2016,735
9/24/2016,794
9/25/2016,756
9/26/2016,732
9/27/2016,682
9/28/2016,730
9/29/2016,783
9/30/2016,730
10/1/2016,747
10/2/2016,718
10/3/2016,740
10/4/2016,710
10/5/2016,709
10/6/2016,792
10/7/2016,711
10/8/2016,766
10/9/2016,742
10/10/2016,712
10/11/2016,734
10/12/2016,732
10/13/2016,785
10/14/2016,748
10/15/2016,803
10/16/2016,747
10/17/2016,746
10/18/2016,748
10/19/2016,729
10/20/2016,789
10/21/2016,758
10/22/2016,786
10/23/2016,775
10/24/2016,733
10/25/2016,724
10/26/2016,754
10/27/2016,787
10/28/2016,778
10/29/2016,782
10/30/2016,774
10/31/2016,706
11/1/2016,722
11/2/2016,755
11/3/2016,797
11/4/2016,793
11/5/2016,841
11/6/2016,792
11/7/2016,725
11/8/2016,760
11/9/2016,724
11/10/2016,776
11/11/2016,754
11/12/2016,815
11/13/2016,758
11/14/2016,717
11/15/2016,729
11/16/2016,731
11/17/2016,842
11/18/2016,766
11/19/2016,796
11/20/2016,764
11/21/2016,783
11/22/2016,737
11/23/2016,786
11/24/2016,778
11/25/2016,780
11/26/2016,834
11/27/2016,825
11/28/2016,727
11/29/2016,737
11/30/2016,746
12/1/2016,856
12/2/2016,812
12/3/2016,822
12/4/2016,797
12/5/2016,778
12/6/2016,768
12/7/2016,774
12/8/2016,839
12/9/2016,773
12/10/2016,846
12/11/2016,775
12/12/2016,792
12/13/2016,754
12/14/2016,789
12/15/2016,848
12/16/2016,811
12/17/2016,860
12/18/2016,805
12/19/2016,754
12/20/2016,776
12/21/2016,799
12/22/2016,883
12/23/2016,793
12/24/2016,804
12/25/2016,806
12/26/2016,802
12/27/2016,788
12/28/2016,830
12/29/2016,844
12/30/2016,815
12/31/2016,874
1/1/2017,825
1/2/2017,822
1/3/2017,754
1/4/2017,797
1/5/2017,890
1/6/2017,816
1/7/2017,849
1/8/2017,866
1/9/2017,801
1/10/2017,807
1/11/2017,823
1/12/2017,841
1/13/2017,767
1/14/2017,814
1/15/2017,794
1/16/2017,772
1/17/2017,815
1/18/2017,848
1/19/2017,859
1/20/2017,848
1/21/2017,898
1/22/2017,855
1/23/2017,838
1/24/2017,793
1/25/2017,841
1/26/2017,832
1/27/2017,841
1/28/2017,904
1/29/2017,870
1/30/2017,822
1/31/2017,775
2/1/2017,794
2/2/2017,865
2/3/2017,826
2/4/2017,829
2/5/2017,837
2/6/2017,777
2/7/2017,833
2/8/2017,807
2/9/2017,862
2/10/2017,805
2/11/2017,878
2/12/2017,874
2/13/2017,801
2/14/2017,804
2/15/2017,807
2/16/2017,867
2/17/2017,825
2/18/2017,882
2/19/2017,851
2/20/2017,785
2/21/2017,844
2/22/2017,826
2/23/2017,889
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
